song_id,gain_vocals,gain_drums,gain_bass,gain_instruments,eq_vocals_low,eq_vocals_mid,eq_vocals_high,eq_drums_low,eq_drums_mid,eq_drums_high,eq_bass_low,eq_bass_mid,eq_bass_high,eq_instruments_low,eq_instruments_mid,eq_instruments_high,comp_vocals,comp_drums,comp_bass,comp_instruments,pan_vocals,pan_drums,pan_bass,pan_instruments,pred_before_loudness,pred_after_loudness,pred_before_clarity,pred_after_clarity,pred_before_spectral_balance,pred_after_spectral_balance,pred_before_perceptual_quality,pred_after_perceptual_quality
10,-11.888831447889531,-7.775383891948451,-11.590457598697007,2.2836292701836083,-5.999631373855412,-3.658001039818254,0.6791899763078062,-3.6848065478896834,5.95215340058698,-0.9109927905656225,5.996078462905107,-1.0206472730781408,5.447069615832676,2.853607989163976,5.997661729605618,-3.926083702784977,1.1411888463105613,6.793198389412263,4.689376101524348,4.799835669856682,-0.99495647659436,-0.9999037522113764,0.5716161948111295,0.9975857017110764,-18.1483,-18.4843,0.4932,0.5359,0.5012,0.5105,76.668,80.6088
11,11.908767454368018,11.985929418496,-9.852221712221208,-5.671677751667497,-3.8834988953841605,2.8645444176389634,5.762941091001018,5.98685639715692,-2.8053141194481532,-0.19619213373650712,1.0084894100917847,0.35302745104846944,-4.660902601856634,4.482704806489417,5.997661729605618,-4.910488511305316,6.147881463692513,6.043301414577508,8.961575674542246,4.787872264418933,-0.99495647659436,-0.9999037522113764,0.9970502259791854,-0.9966950237160576,-16.9239,-18.647,0.5463,0.5498,0.7152,0.4662,69.0456,79.4205
12,6.322594194437384,7.807978615625344,11.304494330422372,-3.39358817376689,0.5127240566505094,-1.3022786496199312,5.993528172716077,-3.0375588287109174,2.0521431611299374,-5.999366076812438,2.779587467794701,5.992021473973384,3.5069913782567506,4.2745330336542375,-5.3459880835800995,2.895671256342627,4.0185999767032285,5.83421743480271,9.998842944467205,1.5857041450185658,-0.020717860724948745,0.9998019540184632,-0.7631470804667895,0.6916472785520151,-20.8861,-18.1011,0.6102,0.3564,0.2779,0.4453,73.6146,80.0826
13,-7.6622607416974535,-11.922761673497313,-9.692023388440163,-2.620457652991072,-1.286891478393751,3.109877341750342,1.64338494158,-5.919694488887921,-4.968978817753862,-3.6300255508647465,-2.7499170565404665,-0.805612952397198,1.413745908913011,-3.125376587624935,3.323811584172671,1.451566387200498,7.926478085593911,1.0076832769366293,7.667802437588721,2.322234936529587,-0.99495647659436,0.9998019540184632,0.9970502259791854,-0.9966950237160576,-18.158,-19.3804,0.1925,0.4722,0.5354,0.4651,79.1366,81.4071
14,-7.636200787029585,4.933804140376523,0.7780963746052105,2.911018777190643,1.6980537750750209,-3.642156396525466,-0.540517443267154,0.0511615295163778,2.124884551901376,-2.958514443923805,0.0385130010185168,4.499724703489413,-3.471835232069246,5.508085041173214,-2.814321300028213,4.40814605642535,2.870972847274379,3.6233260532118874,2.872419888396423,1.10888219528607,-0.3160283894240301,-0.6071718263705979,-0.2510442034908249,-0.6813785289499701,-16.7214,-16.7214,0.2635,0.2635,0.5917,0.5917,87.8087,87.8087
15,-5.4407197781065015,10.192470473165585,-2.6359101848712574,-5.496295481001235,-5.093872959384145,-4.705507217159801,2.478689132442148,5.973286591599617,1.571456041653171,-3.8961612622942203,-5.988683489670116,3.03928105932361,0.4494561175254457,1.4838028569663635,-5.409519156834871,1.8572152321164328,6.2979693179358005,9.191509257250356,8.380612038972494,2.4410926818115977,0.026655636456116794,-0.9999037522113764,-0.9989800219681128,-0.242268776076157,-19.9838,-18.5921,0.5314,0.5028,0.3844,0.5218,70.3256,81.2327
16,-4.698186168971095,-7.666191716943995,-3.663760169787775,5.584777214166728,4.633033305762197,-5.502032093881123,-4.410352123896882,-3.103803553950001,-0.3214417573872152,-4.754703496383112,-5.9165089523605054,2.0449861759074786,-5.127812212922222,4.1645630264466575,5.33119391586661,0.1382346895544843,9.885839942787658,3.87479888842784,5.732099591819918,1.0830004622850424,0.4836258185330302,0.2534601733775705,0.594413143412065,0.5697598189985644,-20.1094,-20.1094,0.7292,0.7292,0.5108,0.5108,82.585,82.585
17,0.5941543591737073,1.630685533263108,9.596000296494536,-2.2913427462271265,4.748279331199399,-2.1351895776512437,0.5629861655174899,-5.057565086486416,1.4127230887415312,3.755140864727245,-3.1184805545817613,5.175199528816053,4.0405286470015405,0.480788583410062,-5.7683469993856,2.4802525015265218,8.128172871461217,1.839293828068337,9.0036101986476,3.0706535899333307,0.9443659363740822,0.3703453806030945,-0.1237904207048474,-0.1327081505359402,-17.0768,-17.0768,0.5029,0.5029,0.673,0.673,87.4561,87.4561
18,-0.6943333780397625,8.806391334127127,-11.999720765871214,-8.219798615965841,-0.09007768523995585,-0.6691744742418597,1.1447652083950688,-0.2819797992296369,-1.4881229913592362,-5.999366076812438,-2.8919192407385443,-1.0877063921446135,-5.238630611341423,-3.8631949393044724,5.997661729605618,-4.017961448432398,9.99234610100793,5.172841482735236,1.4646433566742867,3.911450988212914,-0.99495647659436,-0.9999037522113764,-0.9989800219681128,0.3257247061095201,-19.7156,-18.6238,0.7429,0.5116,0.4872,0.4051,64.1551,79.672
19,-5.010500635246994,-11.185296513940829,3.930952468214137,6.810236219618574,-3.240074952441114,4.295218967967946,-4.926322526275353,2.971821894779733,4.7290964310941455,1.907313527216913,-2.8774635847709567,5.436194112485314,-5.150223583370826,5.726194879139952,-4.2088572361343255,2.260760459122899,9.714684831941524,7.606038290893158,1.5584594737188948,2.092741887807588,-0.5165725358173641,0.887609417983479,-0.4564124947526502,0.3022514899046489,-19.5872,-19.5872,0.6592,0.6592,0.2693,0.2693,86.4713,86.4713
20,1.500685665615054,6.852765621279638,11.947700536367478,-2.1803467782017236,-3.4763078714445728,-0.9858216613208066,-0.5905225744458402,1.2277594049132783,-1.6085197446990611,-0.9470567202209486,-1.1397648359094013,1.4235167598169616,1.4776425359163978,-1.3889003234734174,3.6871007922590726,-4.5483737996286315,5.912446855853876,1.0076832769366293,5.309961200759693,1.008990930402484,-0.8399850827178403,0.8104014754630362,-0.508154039607631,0.7082055702171166,-19.2162,-18.6259,0.2464,0.4864,0.5415,0.4544,72.7675,81.6836
21,-6.676820497132281,-4.2990479013516545,-0.08683511375349795,-0.13954488565589873,-5.606735603775784,0.8712628874897161,4.779328916264504,1.4660223452705785,1.578737886900047,5.963566169116292,-5.988683489670116,-3.160119686370977,2.4955037893767784,5.591624461896444,-4.017293047382057,5.238412275179515,9.956268755924096,1.2284068203401475,2.385514295382295,7.475970514238192,-0.99495647659436,0.9998019540184632,-0.31648167727942567,-0.3254738843773839,-18.9318,-18.6285,0.2818,0.4424,0.5624,0.4951,82.3717,83.1232
22,-2.556763775532029,7.548946895502274,9.073308177675479,6.339453604871294,0.17099942743272667,3.7582671207224836,5.993528172716077,5.98685639715692,5.492780727684191,-2.1372860752714815,3.4424793085008893,3.293480234228292,2.3937495356834577,5.986137926215575,-3.795403039549793,-3.5150313579653076,1.002272090415059,5.48287518267599,4.862163197340838,3.6397514567122586,-0.99495647659436,0.9998019540184632,0.8049579928816338,0.4623695440728348,-16.3071,-18.309,0.5979,0.4796,0.2226,0.3599,68.4942,77.953
23,-0.5831538314786915,10.04821989054221,-11.272426999009248,-2.4678667868751933,2.9747801062645687,1.8170848349210584,-1.8402089804784882,3.845636875161517,0.06234057820116767,-1.4723090831444323,-3.9337775403938675,1.9846243050487686,5.984381782095442,0.8715919739023068,-5.984161572188044,3.9640835810092496,6.923152425014934,1.0076832769366293,7.602195818649479,8.138593618478877,0.40586192329481857,0.9998019540184632,-0.9989800219681128,0.11545276500155133,-19.0163,-19.0676,0.4441,0.3881,0.5509,0.4815,74.3713,82.297
24,1.0382039081926424,8.852317972918925,0.9726936528933052,-11.426352914563505,4.896978490451827,3.0943106032980614,-2.1950646873002873,4.03020308402449,-4.496510599464132,-1.569371740302576,3.450941198068781,-2.652239341245102,-1.9553406664214414,3.4848403598326847,2.6158776119456357,-3.024745854177133,9.99234610100793,9.240169806145392,8.51858527705375,5.507647632880088,-0.5896966873011149,-0.9999037522113764,0.25247745350190703,0.9975857017110764,-19.0923,-18.9646,0.3677,0.5183,0.2739,0.5124,60.1844,80.7137
25,3.9387741859677337,-3.0348960511445697,-3.510123262051845,-2.1775367499162215,5.972992668122407,2.3404425254968784,-1.2571000111025872,-0.9576749400667461,-3.3229228427910193,-3.7963195226143513,-5.988683489670116,-1.1357514559808746,-5.985556633091785,-4.831044992893408,-2.489779272359584,4.743206897270477,5.421099416066717,2.554389260670905,6.6695908939821,7.348071799536723,0.9946890985669964,0.9998019540184632,0.9970502259791854,-0.3372446512734766,-18.8462,-18.9384,0.529,0.482,0.5312,0.469,72.1967,80.9479
26,-7.207829228199366,8.689023623743523,5.539703159537517,10.666765984663282,-1.2360940535103104,-2.893148702482325,4.497192750647923,-5.5191709638208,3.914608509302642,0.7716127760379621,4.946755463995199,-4.2073854387452645,2.9893869483104485,-5.519764311131928,1.8887164739359583,-2.3495457823799555,7.324291295355087,8.683867918017798,5.077216122410857,2.842225071596113,-0.7018204625425668,-0.2078562921666198,0.0405111692268542,0.4274162045486485,-16.0226,-16.0226,0.4767,0.4767,0.3746,0.3746,84.4147,84.4147
27,1.6855828900146017,7.057494707377814,11.947700536367478,4.880113515970256,-5.681938526325322,-2.833565925049001,-5.12163906816894,3.2196155330919574,-4.0174138651472395,-2.7663639080372935,4.310570904813405,-0.24567202885337114,0.6777765714704378,-0.858766160489131,-5.984161572188044,0.501534881026882,9.382771958450645,5.583744744717609,7.020156822131378,8.772714004992054,-0.99495647659436,-0.9999037522113764,-0.984543731971155,0.9975857017110764,-20.4618,-18.6203,0.7467,0.5211,0.4984,0.5067,63.6499,78.5362
28,2.2179496526890183,-4.341588642161865,-5.843278501338053,4.1154995680129645,2.8554113687711062,2.713018217806205,2.6399616315293546,-1.3982265290994895,0.2932361502929925,5.963886033750613,1.846813756431088,3.973526600612949,-0.6253038618664419,-3.767898817728057,-5.227501397819525,-0.1499726565566419,3.281222271186045,6.952618298069048,8.58739093004533,2.16627157008986,-0.5623306448246148,-0.4843486081281205,0.5943355444507474,-0.9874289082628176,-20.2763,-20.2763,0.1981,0.1981,0.4253,0.4253,88.4652,88.4652
29,-10.07438472095061,10.427129530416053,2.1949299351189073,1.3842014218524874,-3.5329530364914112,-3.36084972088673,-2.3566794599171983,-5.2125250592915355,3.197205759114367,1.9157955421834671,-0.061506028984607664,-3.5368814393149224,0.4669377698324886,-1.1458654574311646,-5.785631015898593,-0.6828755992511173,7.629812889595765,1.6488927289404645,5.04211795774611,1.008990930402484,0.9946890985669964,0.9998019540184632,-0.13593887230094903,-0.24124179051892836,-16.1592,-18.2253,0.3361,0.4384,0.729,0.481,79.2342,81.5318
30,2.039935996299385,-11.572450925385697,-6.942471579419273,-9.57288181057789,3.9071169382318107,-2.0887126805294334,1.6971993163565313,0.6832044546176672,-4.726896133370244,-1.1673175719077435,-5.988683489670116,-3.3305467316296316,0.29579999435110066,-1.0923312820727609,-0.6912383936551194,1.3344552359258919,8.08498051149142,6.174514800636265,4.205316377088057,7.735633964991784,0.4172813980318737,-0.9999037522113764,-0.9989800219681128,-0.19895607941071347,-18.8596,-18.7272,0.4839,0.4668,0.4745,0.472,75.4375,81.517
31,-10.762002338027251,1.0826831603013944,4.041656725784158,-3.8033536423373726,-5.374267444870085,1.1109130527555533,1.024061975890536,-5.245535262363575,3.17925589629788,0.17351693079344077,3.6304578704652415,-3.3540449682823734,-0.7285854429779124,-1.3234133716845298,1.7654601597940998,5.724603794112989,1.002272090415059,4.370046295175151,7.859498554874706,6.4040076961291055,0.2759861113660156,-0.9999037522113764,0.9970502259791854,0.9975857017110764,-20.3681,-18.5453,0.5835,0.516,0.7008,0.4874,62.5468,78.7576
32,-11.804329673542387,-7.2918959717403045,-0.8123132506114334,3.818494662794868,-5.6958437137458535,2.3374073163428974,2.132383936151788,2.616746106114296,-4.666972240288282,-0.10817108190049152,2.7003913624226916,1.6958217783890888,1.0067363891991628,2.0455187117059905,3.0320745163249536,-4.243543369049845,7.619395052585911,1.5430551883780845,4.453916090257902,7.2261851455963955,-0.10309242937695401,-0.08395227565290186,0.23366797441746456,0.07560503742815183,-20.4946,-18.9013,0.5549,0.4029,0.5096,0.5416,70.1105,81.3339
33,9.045034412696385,-9.186130526346759,11.947700536367478,-11.75234850019925,5.972992668122407,0.6509309909193508,-2.660130358492257,-1.0444814902867843,-4.215340330125903,4.5147218590139415,5.263567790993579,0.8096223582730964,-0.13322392135954875,-5.089520294958994,-2.120669305480125,5.999097921998118,2.2524894474581014,9.974465328515112,5.429903598457836,3.3375209316715404,0.12904333256841463,-0.9999037522113764,0.9453890232437399,0.9975857017110764,-18.8641,-18.9307,0.7854,0.6399,0.2488,0.3699,78.6215,79.8111
34,10.468195359553055,-11.780229753410554,0.8347003308933174,-4.112896963165801,-1.510652895599966,-4.614805543684634,3.715134095717602,1.5953531886722399,4.66082914180151,1.125658647362707,-0.5512695435058363,5.331922481437719,2.4204396392587455,-4.145519180429252,3.6275230597760517,0.016503478213810707,7.633360955884988,5.180160464906603,6.4237318371195045,1.0632237345530413,0.724378630966535,0.9998019540184632,-0.5047276703479362,0.18486121736589078,-20.798,-18.2575,0.6979,0.4578,0.4651,0.4787,61.1685,79.3721
35,4.465513233803818,1.8238979383120184,-4.220096875126385,-8.042677667274887,5.2283972788200845,-1.8186939219629776,-3.4994938639792417,2.183356214620518,-4.820084765581663,1.9886046536975415,1.0746050236411206,2.614491241641799,-2.154201978241603,4.034512689412507,1.8164939533143079,1.7904904566399429,8.179209218706088,8.690882470468395,9.998842944467205,1.6536591035302002,-0.8100338752290448,-0.9999037522113764,0.9970502259791854,-0.18664211036680833,-17.5455,-18.3822,0.5586,0.4979,0.6795,0.4328,74.955,78.5165
36,-1.957287456924396,-2.2829291106653624,-8.926046736651156,-2.3666029099559527,5.972992668122407,2.0106732148398727,1.0340898923456616,-1.0107072476827899,-5.02696380663558,-5.999366076812438,2.586738402304923,1.9506974221158924,-5.923864247710755,3.1899379665837113,-1.787430102625914,1.0092865036974201,2.173917631748984,1.0076832769366293,6.710089603548194,9.419087665555534,-0.99495647659436,0.9998019540184632,0.9970502259791854,-0.6168303970189009,-20.7538,-18.8759,0.374,0.454,0.3155,0.4374,74.3293,82.9738
37,-9.06019344602392,6.300913618809108,-7.285192276143195,11.980387906837874,5.726645727835827,4.130617851225433,1.8189771508972439,2.158611822655609,1.6257154237124922,5.994062276502199,-1.8280872404603508,-0.4320352882776577,4.602826170161568,1.2557827795982783,0.23583442024248047,-0.1872114999846115,7.46882927506884,1.0076832769366293,5.815036295405157,8.802878558519229,-0.99495647659436,0.9185212392863547,-0.6259664682134618,-0.9966950237160576,-21.0106,-18.9061,0.4874,0.4854,0.2625,0.4244,66.7696,80.8242
38,3.6540631053879187,-11.922761673497313,-8.271607199771788,-10.579421324074632,4.855728618535904,5.709164030031065,-1.6006483237331528,-0.009176139106376713,-4.3582862845680035,1.770056464833318,-0.8211752276677025,2.1745348390995147,-1.7419697991092207,1.3324309043146245,-0.6743347849456507,2.508331351420866,7.556829208754,8.938576321396502,9.744440286592452,7.774057125470764,0.9946890985669964,-0.9999037522113764,-0.2598431912761132,-0.9966950237160576,-18.4613,-18.3907,0.6181,0.5061,0.3825,0.4443,68.0524,79.9649
39,-3.413325740122156,-5.409617826147111,-3.002821258566585,1.0183766745421656,-0.2079403827450219,3.057350006610861,3.68795607642819,0.6148396837601924,5.95215340058698,-3.3001261538633293,-2.194862322676446,2.255722040975094,-5.745644633624837,5.986137926215575,-3.545636381038116,0.12651003360102386,2.443384122689655,5.173140450785218,4.309124412908384,1.008990930402484,0.12801119764609414,0.9998019540184632,0.9970502259791854,-0.1433581564703419,-19.1298,-18.836,0.4512,0.4681,0.5188,0.4274,76.0722,83.1022
40,-11.888831447889531,1.5306206524510033,6.899288190680517,-8.294751546744223,4.839885323278378,1.4479021899362285,-1.8142950331683874,0.8206477086496329,2.911125386100922,-5.999366076812438,3.054609479426599,0.5577755305741334,1.196310395759661,-3.795700965196559,-5.984161572188044,-1.0661947399941003,1.002272090415059,3.819900884336156,3.1348963247976847,4.893207373478536,0.3672704256280779,-0.9999037522113764,0.12695637318491682,0.9975857017110764,-18.8225,-18.3687,0.7828,0.5235,0.376,0.419,68.9905,78.9449
41,-1.8283782661099508,4.649981656828959,1.5507147834257777,11.989384878010526,0.363257869788169,1.5410107153226473,-2.8416291261260307,-2.764244806239611,-4.434514642196306,-0.9653529597154846,-2.5947572659991973,3.798705331484296,-4.080353501534453,0.8310688981360759,-5.984161572188044,-4.040687335759598,7.929486011164112,5.2868134566581535,9.408161656710256,1.008990930402484,-0.3711848837037679,0.9998019540184632,-0.9989800219681128,-0.17240827407305415,-19.0102,-18.0376,0.5428,0.3886,0.3176,0.5015,65.1007,81.2716
42,-11.888831447889531,-2.235260722274842,2.6942151128029597,-6.319262454967527,-2.7997809864208234,-5.92579412830924,-0.475829336212259,2.3720361977348943,-5.997084786785847,5.994062276502199,-0.5655227014852828,4.081918493914414,5.984381782095442,3.0685099127104545,1.376087265782256,-5.913812680731598,1.825817245081487,1.0076832769366293,5.066517866242028,1.008990930402484,-0.07653928194134774,0.9998019540184632,-0.5690428263727814,0.6519614863351904,-15.9346,-17.784,0.485,0.4641,0.3615,0.4581,76.3239,81.2788
43,10.697803710584985,5.170815471697814,-7.57111208718713,-0.8986379936787543,-0.8317338770222467,4.833137084045291,-1.8136689761488949,-3.979724928260703,4.860769073447569,-2.68940465511686,0.9992234006220357,4.603366382741736,-1.238667697063435,5.392583786364755,-3.2966949604689724,4.095621253972451,9.526812745785616,6.199149370050998,3.242733801923978,3.147683603581277,0.47535952551731625,0.9998019540184632,0.9970502259791854,0.054875891647013786,-18.4073,-18.3625,0.2213,0.4703,0.5727,0.4503,80.2097,81.5124
44,-6.629246573616755,7.941783748864583,10.014817916474602,7.759214551436222,-3.5237087096119115,1.3062331128089215,1.0488455335786713,2.8742519563954882,-2.496700776318801,1.3476346005420714,4.261717262022881,1.2267874421132419,1.7067683344073796,1.5868919290799148,-5.984161572188044,4.844073845228101,1.5406133094455914,1.0076832769366293,9.998842944467205,8.157097576090743,-0.3290063358380355,0.9998019540184632,-0.9989800219681128,0.9975857017110764,-19.0251,-18.7316,0.4763,0.3701,0.4237,0.5029,73.5698,80.7931
45,6.525926377133249,5.194535745883476,2.4702011758601143,6.660390011405129,-1.1632880868498572,2.966979269491131,0.1467123179957066,-2.6740985157445714,-3.283023217737272,-3.8816325597824255,2.150503278523331,1.3638755641467433,-5.985556633091785,4.537185835629112,-2.3104802962511286,0.6739645428770151,7.068045372956849,5.6169274391135415,7.381860838433441,1.8271117948012026,0.9946890985669964,0.9998019540184632,0.9970502259791854,0.03242343402981712,-19.016,-18.2569,0.2725,0.4646,0.6042,0.4665,80.4328,80.6313
46,-5.387331453334052,-5.473822877517278,-11.999720765871214,-1.6324549850258547,-3.241915813197237,-3.0990215782230663,-3.3795956677671963,0.5413123918526948,5.128499125744334,-0.9709226214068023,-5.988683489670116,-2.847124104885018,-3.451005649117744,-1.8715018540162647,-5.984161572188044,-3.8719073818108534,9.99234610100793,3.4378681291387387,9.723675676737333,1.008990930402484,0.9257708387121673,-0.9999037522113764,-0.9989800219681128,-0.9966950237160576,-20.0348,-18.4597,0.1888,0.4496,0.5441,0.4667,61.1372,80.6254
47,1.4666318007060002,-11.922761673497313,4.592237703897119,-4.184841674454927,-0.13805458044701346,2.6246731115942383,1.4020759783881678,-3.36224373799332,-3.7713603732774343,0.3561952077941828,-5.988683489670116,-2.570041310285858,4.8731135519925814,-1.6622026182432146,-5.7746557807788985,-3.517140423160292,1.997133176112298,7.245699442121106,1.0055047164002833,4.557731567134751,-0.99495647659436,-0.9999037522113764,0.9203917582346546,0.9975857017110764,-18.5333,-19.2905,0.4181,0.4734,0.4872,0.4877,72.5547,80.3589
48,1.1210467042387116,8.882372973622317,1.0449172162235063,-2.4573029147311054,4.206894336181392,-1.9866896745827507,3.775500672311006,-3.537754285142316,4.442360285906906,5.437495350095581,3.0858069636892704,-1.1241236178530487,3.70152347372578,5.775939493661314,4.935237467802132,-1.7388628036417222,6.102554280749292,5.735645290943743,1.276776464587447,4.679302711530838,0.0321236447219541,0.9133510741589814,0.7817299140715521,-0.1987259116239441,-18.5328,-18.5328,0.3868,0.3868,0.3065,0.3065,81.7723,81.7723
49,-7.563493067387351,-11.48953413959071,-10.038591702077325,-5.657369684192657,-3.581659463924246,0.2317523117076376,5.233956498611958,-0.1550094681170639,-4.336169650640356,0.200832539280773,5.822487910933125,-3.997941186949984,-4.080710371596856,0.2197813824302672,-5.768410413276182,-0.0520638715789401,7.879895761331729,2.233564263767616,9.409370863442511,3.8580232565771615,0.8204543985648947,-0.9532448492091116,-0.847931873382731,0.8596849872674124,-19.7741,-19.7741,0.553,0.553,0.5274,0.5274,87.7999,87.7999
50,11.993224158867136,10.226731174096663,0.7340663158816412,-4.894546301424396,2.419627117013035,-0.6798489525543574,1.7507091462808742,4.808919449382225,-5.076981071282901,5.994062276502199,1.2760751991130812,-4.114081061443922,-4.8527593402447255,5.48678614709416,1.63558178643247,2.0891526103633393,5.889210602235375,5.323760295466046,1.2797090259348411,1.008990930402484,-0.9940904075506439,0.6454580870998147,0.9970502259791854,-0.5735392775194681,-20.5634,-19.1492,0.5039,0.4818,0.1757,0.3647,79.0181,81.4202
51,7.349216967145011,0.37340747623188086,-2.977636763019963,0.017881062054557972,2.46310099421642,4.966263060248691,2.938954618650766,-0.2573632694116093,-4.368443912288921,0.35224981730148297,-3.2727762840426453,-3.887719930328144,-3.8846837960117897,1.3612133635846781,-0.5955961994127481,5.296648072169819,5.681548823698396,1.0474865664475264,6.835733719522543,1.008990930402484,0.9946890985669964,0.9998019540184632,0.9970502259791854,0.9975857017110764,-19.6056,-19.4,0.5225,0.4647,0.4703,0.4548,61.1674,80.211
